clean_content,Aspek,Sentimen
banyak hadiah tapi terlalu ribet misal 2 hp mau nginstal tokopedia disebut manipulasi teman saya ngisntal di hp sendiri juga disebut manipulasi jadi misal kita ngekos dan disitu banyak orang kita menggunakan alamat yang sama disebut manipulasi apaan sih ribet amat,Pelayanan,Negatif
tolong kembalikan metode promo dan biaya ongkir seperti bulan september 2022 masa sekarang tidak bisa dapat promo lain kalau sudah ambil promo gratis ongkir mana ongkirnya mahal banget kd kalimantan tengah 70ribu,Harga,Netral
semakin hari semakin buruk atau tokopedia mau memonopoli semua perdagangan di indonesia kata nya online shop ruang untuk umkm tapi hanya toko2 besar yang ada di list atas tokopedia lebih baik semua online shop ditutup aja,Pelayanan,Positif
aneh setiap order di batalkan sistem di bilang pakek akun banyak padahal di hp ini hanya punya 1 akun malah di sandingkan dengan akun lain yang namanya nya keluarga pasti punya hp banyak tidak bisa mendeteksi pakek hp apa merek apa no nya kayak aplikasi lainnya pakek aplikasi lainnya aman aja hanya di tokopedia yang di bilang pakek akun banyak padahal aku tidak tau cara pakek akun banyak,Pelayanan,Negatif
pakai tokopedia hanya buat bayar tagihan tidak pernah buat blanja tapi sering banget pagenya eror sudah ditunggu2 lama tidak bnr2 jg maless ah,Kualitas,Negatif
diskon nya juaraaaa tolong perbanyak diskon gila nya karna diskon inilah yang buat aku sering belanja disini,Harga,Netral
karena keterlambatan pengiriman hingga jatuh tempo akibat jasa kirim yang amatiran setelah barang sampai dan saya terima ternyata barang nya bermasalah dan tidak bisa ajukan pengembalian ini sangatlah merugikan pihak customer,Pelayanan,Negatif
bayar nya ribettt mau pakai alfa aja giliran barang yang di cek out mau di bayar ehh di bayar orang lain gag kayak yang sebelah2 kalau barang udah di co mau di bayar ya tunggu pembayaran jangan ada yang mau beli siap bayar eh bisa di bayar juga sama yang lain tingkatin lagi dong kalau barang sudah di co trus di penjual habis giliran mau bayar sudah di bayar yang lain gitu amat ya tokoed gag kayak yang sebelah2 jadi malessss ke toko ijo,Pelayanan,Netral
aplikasi ini bagaimana ya pengguna baru tapi alamatnya tidak boleh sama sama saja ini penipuan barang saya dibatalkan sepihak padahal ongkir sudah bayar gara gara alamatnya sama saya langsung uninstall dn tidak akan beli barang lagi lewat aplikasi ini rp nol rupiah hanya iklan untuk agar di daunlod orang,Kualitas,Negatif
terima kasih tokopedia sudah membantu dan mempermudah saya dalam dalam memilih pelatihan prakerja banyak ilmu baru yang saya dapatkan semoga ke depannya lebih bermanfaat lagi dan semoga menjadi aplikasi unggulan terpercaya,Pelayanan,Positif
apaan mending aku beli barang dari luar langsung di aliexpres semua murah dan bebas ongkir jg ada barang bagus2 dapat potongan juga tidak tanggung2 barang2 dsni semua mahal2 promo jg penuh tipuan harga rp 0 tapi bayar ongkir mahal lihat di aliexpres harga barang2 promo harga rp 164 bisa bebas ongkir lihat di lazada ongkir hanya 6500 wkwkwk ini aplikasi tidak patut di install,Kualitas,Positif
lebih baik gratis ongkirnya dikurangin daripada harus memilih gratis ongkir cashback,Harga,Positif
terpaksa turunkn bintang 3 karena pernah mengalami hal buruk dengan ekspedisi si cepat barang lewat estimasi tidak diantar barang saya rusak selang waktu lama agen 3 bogor menghubungi memanipulatif situasi seolah saya menyetujui kalau barang tidak perlu dikirim dengan iming2 akan dibantu refund ke kantor pusat ohh sungguh tidak profesional,Pelayanan,Positif
saya sarankan jangan pernah belanja di sini kalau ada masalah ntah itu pengiriman barang atau yang lain tidak pernah di beritahu dan kalau pun kita chat ke operator y sangat low respon saya pun ngga ikhlas beri bintang bahkan 1 bintangpun,Pelayanan,Negatif
saya cancel barang dan uangnya tidak balik penjual tidak merespon dan diaplikasi menandakan saya sudah menerima barang padahal saya belum menerima sama sekali tolong untuk diperbaiki lagi untuk pelayanan dan untuk uang saya di refund,Pelayanan,Positif
menu feed sekarang dibanjiri postingan influencer yang tidak jelas tidak ada menu utk hide mereka tolong munculkan opsi utk sembunyikan postingan influencer tidak jelas ini saya butuh lihat feed utk tau update stok produk dari toko yang di follow saya tidak butuh postingan influencer tidak jelas yang tidak relate tolong segera diperbaiki,Pelayanan,Positif
di update malah tidak bisa menyimpan hasil pembayaran rekening kedalam bentuk pdf alias menunya hilang perbaiki lagi dong,Kualitas,Positif
kerja sama dengan ekspedisi yang bagus dong masak iya pesan tanggal 10 tanggal 21 baru nyampe padahal jkt jogja padahal kalau bagus pengen pakai tokopedia aja support apk indo pengen ngurangin pakai toko oren bagusin lagi dong,Pelayanan,Positif
chekout pembeli pertama awalnya 30rb jadi 3rb tapi di batalin karna mau co ulang malah promo nya ilang sedih banget huhu,Harga,Netral
maaf saya ksh bintang 1 aplikasi minta di updet pas di klik balik lagi balik lagi akhirnya aplikasi saya hapus saya instal lagi pun tidak bisa mulu,Kualitas,Netral
bagus bagus kalau bisa tiam hari min ngadain fitur seperti beginian tidak ush lah mau pengguna lama maupun baru sama aja lah weee btw saya army min kalau busa give away albun ama lightstick awokawoakowak,Kualitas,Positif
harus ikut asuransi mahal tidak ada menu claim asuransi dari mana menunya kalau udah trima barang asuransi makan uang haram,Kualitas,Negatif
min jadi gini saya ada keluhan soal diskon 10rb kan saya sudah main tap tap kotak nya dan belum dapat dapat diskon nya itu gimana ya cara dapatinnya,Harga,Netral
kesini gara gara di beritahu temen tapi jelek aplikasinya untuk penguna pertama yang mengajukan pembatalan belanja voucher gratis ongkir dan belanja rp 0 ngak balik hangus begitu saja oh ya saya mengajukan penghapusan akun saja tolong pihak tokopedia kirim email ke saya cara menghapus akun secara permanen,Pelayanan,Negatif
tolong diperbaiki aplikasinya error terus gimana ini sering ada tulisan server error terus nggak bisa dipakai buat jualan,Kualitas,Positif
saya akun diamon tapi saat mediasi tidak ditelp dan tokopedia lebih membela penjual walaupun penjual sudah mengakui kesalahan nya jadi percuma akun anda sudah level tertinggi tetap saja tidak di prioritaskan dan akhir nya saya merugi akan saya ubah comen ini jika pihak tokopedia menghubungi saya jika tulisan ini masih ada berarti tokopedia melingdungi penjual tidak jujur jadi hati2 lah belanja via tokopedia ya jika tulisan ini masih ada,Pelayanan,Positif
bilangnya sih harga 0 pas dateng kurir nya minta ongkir 21 rebu ketambah barangnya tidak sesuai bukan masalah harga nya tapi tidak amanah banget saran buat yang lain jangan download ni aplikasi mendingan ke lapak sebelah sudah tidak puas banget pantesan tidak maju maju ini apk,Pelayanan,Positif
kemana nech free ongkir blj 20 rb nya dl suka blj di sini dengan adanya free ongkir 20 rb skrng mlh ilang sama sekali padahal ckp membantu banget buat blj kebthan yang kecil2 omg sebel banget,Harga,Netral
e comerse ter the best selama ini thx lazada ehh tokopedia ding banyak banyakin promo sama diskonannya min apa lagi yang diskon belanja 100 terthe bezt laghh pokoknya ehh minn sama banyakin fitur toko yang bisa cod biar human seperti saya ini tidak ribet harus top up dulu,Pelayanan,Positif
setiap dapat voucher diskon tapi setelah di payment malah di batalkan sistem dan itu terjadi berulang kali jadi tidak recommended,Harga,Positif
masa baru download dapat milih barang bebas gratis lagii gabisa di biarin sie ini mah gada lawan apknya,Harga,Negatif
menurut saya ini aplikasi yang sangat bagus barang yang di jual juga selalu mengutamakan ofisial dan menurut saya orang yang memprotes pihak aplikasi dalam kendala pengiriman itu orang bodoh karena pengiriman barang adalah tanggung jawab pihak pengiriman,Pelayanan,Positif
nyesal beli barang di sini nunggu lama banget beli tanggal 4 juni estimasi tanggal 10 13 nyampe tapi hoaks smape sekrnag sudh mw satu bulan blom ada tanda tanda kirim pakai pos kilat khusus tapi lom muncul muncul juga sungguh nyesel banget beli barang di sini kalau memang tidka jadi tolong kembalikan uang supya bisa beli di temapt lain sungguh kecewa aku benar benar kecewa,Kualitas,Negatif
sejauh ini gaada kendala tetapi hari ini pembayaran via mbanking selalu dibatalkan tetapi saldo sudah terpotong dan refudnya lama kali bah,Kualitas,Negatif
alhamdulillah dapet gratis ongkir dan gratis pembelian pertama kesan pertama begitu menggoda selanjutnya jadi langganan,Harga,Netral
ini yang terakhir saya pakai app tokopedia kurir yang tidak baik tanpa ada penjelasan malah di suruh menunggu 7 hari lagi dari pihak kurir sangat mengecewakan saya kira kalau pakai ongkir lebih baik ehh malah lebih parah,Pelayanan,Positif
ribet udah di bayar trus di batalkan alasan karna voucher promo melebihi padahal belum di pakek,Harga,Netral
rugi parah kah sekarang sampai2 vouchernya tidak bs gabung dg gratis ongkir pakai admin 2000 jg sekarang sebelah dibawahx 1rb utk 3 pembelian wkwk,Harga,Negatif
membantu saya mencari dan membeli barang dengan sangat mudah serta harga yang sesuai kebutuhan kita,Harga,Positif
nomor kontak yang terdaptar hilang masuk pakai email kaga bisa munsti kompiermasi pia no tlpn udah tau ilang gimana kompiermasinya mau ganti nomor tlpn sj susah banget benar benar ribet banget padahal pakai email juga itu sudah jelas bukti syah nya bener2 ribet ni aplikasi dari pd tidak bisa di pakai mending unistal saja menuh menuhin penyimpanan,Kualitas,Netral
asalamualaikum hai nama aku riana aplikasi ini bagus banget lo terus murah murah banget kalian harus downglot dari sekarang cepat downglot dari ssekarang tokopedia dan jangan lupa updet sekarang menjadi tokopedia sepsial ramadan cepat buka aplikasi tokopedia dan beli barang yang kamu suka cepat sebelum kehabisan wasalammualaikum dada jangan lupa ya,Pelayanan,Positif
tadinya enak sblum ada go pay stelah ada go pay jadi lbih ribet tidak bisa pakai ovo cashback nya kudu gopay terus,Harga,Netral
bismillah aku pengguna baru moga aja apk ini bgus yaaa aku belum tau pasti sih in bgs atau tidak tapi intinya aku kasih ranting 5 aja moga2 berkah jg amiinn tidak lupa saya mengucapkan selamat hari raya idul fitri thn 2021 semoga yang kerja d apk in sehat selalu dan lancar terus kerja dan rezekinya amiinn,Kualitas,Positif
sempet vacum lama sich buat beli brg via tokopedia tapi setelah tau sekarang tokopedia bekerja sma dgan bri ceria jadi semakin senang nich buat belanja di tokopedia biar bintang lah yang berbicara,Kualitas,Negatif
tolong bantuannya admin saya reset data akun tokopedia tapi kenapa saya tidak bisa login pakai akun yang lama trus harus verifikasi nomer saya tidak bisa karena masih nyangkut akun data yang lama sekarang saya download ulang supaya bisa login akun yang lama bagaimana caranya,Pelayanan,Negatif
saya turunkan bintang karena update terbaru tidak bisa play pause vidio ulasan dan tidak ada suara vidionya sudah d coba d banyak ulasan toko yang mna itu sangat berguna sbgai acuan sblm mmbeli produk yang mmng membutuhkan vidio dan audio sebelum update aman2 dan sangat berguna utk saya pribadi,Pelayanan,Netral
sekarang kenapa harus pakai biaya jasa aplikasi per transaksi cekout pula huhu jadi kurang greget mau cekout sering2 di tokopedia,Kualitas,Netral
promo diskon dan gratis ongkir tidak memenuhi syarat ketentuan maksudnya apa dan kenapa bisa seperti itu padahal tidak ngelakuin apa minta solusinya,Kualitas,Negatif
cek out rp 1000 untuk pengguna baru ujung2nya di cancel juga mana dana masuk ke aplikasi bukan balik ke bank asal pembohongan itu namanya aku tetap setia di shope aja deh rp 1 pun tetap di kirimkan tidak bayar sama sekali malah,Kualitas,Negatif
terimakasiiiiiiiih tokopedia karena sudah membantu saya dalam pelatihan prakerja yang saya minati mohon untuk segera laporkan pelatihan saya ke pihak prakerja supaya sertifikat saya segera muncul di dasbord prakerja semoga sukses selalu,Pelayanan,Netral
pengiriman lambat banget kalau lewat tokopedia mending beli via shoope aja sudah estimasih updeat paling real tokoped sudah lambat melebihi estimasi tiba tidak saru dua kali berulang kapok gua sudah ini aja tidak mau pakai produk orng gabut,Pelayanan,Netral
akun baru dan akun satu2nya pas pertama kali belanja malah dibatalin otomatis sama sistem dengan indikasi pelanggaran penggunaan akun lebih dari 1 bilang aja kalau tidak mau rugi karna potongan pengguna baru tetep toko oren lah the best serba mudah tidak dipersulit,Pelayanan,Positif
ongkir nyaa pehhh mahal banget yakk 61 000 ke mojokerto sungguh mahal tidak lagi deh aku download udah hps install juga tadi abisnya mahal bingit,Harga,Netral
ada biaya layanan ongkir tambah mahal voucher diskon cashback tidak bisa dipakai bareng voucher ongkir potongan ongkir dikurangi coming soon biaya layanan dinaikkan coming soon kurangi lah nyewa artis2 korea untuk promosi buat apa menggaet member baru kalau member lama pada kabur karena kebijakannya memberatkan,Pelayanan,Negatif
promo pengguna baru ditolak oleh sistem tokopedia kecewa kalau misal tidak bisa tidak usah mengadakan promo pengguna baru cashback,Harga,Negatif
alhamdulilah memudahkan saya yang sedang merantau di daerah orang dengan banyak promo saya bisa berjualan kecil kecilan dirumah semoga kedepannya banyak promo menarik ya amin sukses tokopedia,Harga,Positif
hallo min saya sudah tahunan menggunakan aplikasi tokopedia dan tidak ada masalah tapi kenapa sekarang bermasalah begini ya kenapa setelah saya update masih tidak bisa di gunakan begini padahal sebelumnya baik2saja tidak ada masalah tolong di kembalikan ke awal sebelum di update dong min,Kualitas,Positif
aplikasi nya bagus apalagi ada diskon bagi pengguna baru terus kalau ada diskon besar besaran harganya jadi murah murah semua,Kualitas,Positif
apakah ada bug pas mau daftar aktifin gopai tidak bisa nih gimana yak padahal udah di tekan masih aja tidak bisa buat aftifin gopai,Kualitas,Netral
saya sangat kecewa dengan jasa pengiriman di tokopedia yaitu jne dan jnt express terlalu lama 5 hari baru sampe kadang seminggu apa lagi tidak pakai kurir sicepat express lagi di tokopedia dan pakai kurir rekomendasi sangat kecewa banget saya sarankan kedepan nya tokopedia menghilangkan kurir rekomendasi dan pakai sicepat express aja serta selalu update status pengiriman nya ya di tokopedia,Pelayanan,Positif
aplikasi yang berguna untuk mencari barang secara online namun ketika ada pengiriman yang bermasalah membutuhkan waktu yang sangat lama untuk me refund dana biasanya kalau beli produk 1 2 hari nyampe namun ketika ada produk yang bermasalah sudah 15 hari uang belum juga di refund,Pelayanan,Negatif
saya kaaih 3 bintang dulu soalnya sekarang rumit banget kaya saya salah ketik alamat terus mau di rubah tidak bisa tolong dong jelasin cara merubah alamat yang salah terimakasi,Kualitas,Negatif
terimakasih tokopedia dapat coin dari cashback bisa saya oakai buat belanjan lagi lumayaaan,Harga,Netral
tokopedia saya meminta maaf karena aku emosi karena saya tidak suka iklan tokopedia dan saya sudah menyadari kalau tokopedia itu sangat bagus sekali dan mohon saya di maafkan ya dan saya tidak mau mengulang kata kata kasar itu lagi plis maafkan saya tokopedia yang canggih,Pelayanan,Positif
selalu kecewa pesan ini hantar itu padahal dari dulu berlangganan benja di tokopedia sudah 2kali saya kecewa ku selalu ikutin promo tapi kenapa pesanan tidak sesusai peseanan pesan daster bahan dan kain ny dan motifnya jga tidak sama kita pesen masa barang baru dihantar baju pakai bru sekali lngsng sobek,Pelayanan,Negatif
